brand,name,price,rating,product_type,quantity_sold,recommendation
rejuva minerals,Multi Purpose Powder - Blush & Eye,0.0,3.1,blush,7,no
marienatie,Mineral Blush,0.0,1.3,blush,4,no
lotus cosmetics usa,Creme to Powder Blush,0.0,1.9,blush,8,no
glossier,Cloud Paint,22.0,3.2,blush,5,no
nyx,Sweet Cheeks Blush Palette,20.0,2.7,blush,7,no
nyx,Cheek Contour Duo Palette,9.0,2.3,blush,10,no
nyx,High Definition Blush Pro Refills,6.0,3.9,blush,3,no
nyx,Rouge Cream Blush,6.0,3.8,blush,7,no
nyx,Baked Blush,7.0,1.7,blush,8,no
nyx,High Definition Blush,6.5,4.5,blush,5,no
nyx,Ombre Blush,10.0,3.0,blush,4,no
nyx,Stick Blush,6.0,4.0,blush,8,yes
nyx,Whipped Lip & Cheek Soufflé,6.0,3.3,blush,8,no
clinique,Sculptionary&trade; Cheek Contouring Palette,34.0,5.0,blush,3,no
clinique,Blushing Blush&trade; Powder Blush,23.0,4.0,blush,6,yes
clinique,Cheek Pop&trade;,23.0,3.8,blush,5,no
clinique,Clinique + Jonathan Adler: Cheek Pop,18.9,4.1,blush,2,no
clinique,Soft-Pressed Powder Blusher,23.0,1.6,blush,8,no
clinique,Chubby Stick&trade; Cheek Colour Balm,23.0,1.8,blush,6,no
clinique,Clinique Pop&trade; Oil Lip & Cheek Glow,,3.9,blush,2,no
clinique,CliniqueFIT™  Lip + Cheek Flush,23.0,3.0,blush,5,no
dior,Diorskin Rosy Glow,32.0,4.0,blush,1,no
dior,DIORBLUSH PRECIOUS ROCKS - Christmas 2017 Limited Edition,0.0,1.4,blush,10,no
dior,Diorblush Sculpt,32.5,3.1,blush,6,no
dior,Diorblush,32.5,2.5,blush,9,no
dior,Cheek & Lip Glow,27.5,2.8,blush,1,no
iman,Luxury Blushing Powder Posh,,3.4,blush,10,no
smashbox,O-Glow ,29.0,3.0,blush,3,no
smashbox,L.A. Lights Palette,35.0,3.2,blush,7,no
smashbox,L.A. Lights Cheek & Lip Color,29.0,2.9,blush,4,no
,Fake Bake Blush Legal Sunburn,15.99,5.0,blush,9,yes
nyx,NYX Ombre Blush,12.99,2.6,blush,3,no
covergirl,CoverGirl truBLEND Blush in Light Rose,13.99,4.1,blush,5,no
cargo cosmetics,Cargo Cosmetics HD Picture Perfect Blush Highlighter,32.0,1.0,blush,3,no
,Saint Cosmetics Blush,28.96,3.4,blush,7,no
maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush,14.99,3.3,blush,5,no
sante,Sante Rouge,23.49,3.0,blush,9,no
covergirl,CoverGirl truBLEND Blush in Medium Rose,13.99,5.0,blush,7,yes
annabelle,Annabelle Blush ,7.99,3.9,blush,2,no
nyx,NYX High Definition Blush,7.99,4.0,blush,4,no
cargo cosmetics,Cargo Cosmetics Swimmables Water Resistant Blush,29.0,5.0,blush,9,yes
mineral fusion,Mineral Fusion Blush,32.0,5.0,blush,2,no
covergirl,CoverGirl Clean Glow Blush ,8.99,5.0,blush,10,yes
covergirl,CoverGirl Clean Glow Blush,8.99,3.4,blush,9,no
physicians formula,Physicians Formula Nude Wear Glowing Nude Blush,15.99,4.0,blush,10,yes
covergirl,CoverGirl Cheekers Blush ,6.99,5.0,blush,5,no
e.l.f.,e.l.f. Studio Blush Palette Dark,9.99,4.3,blush,2,no
revlon,Revlon Powder Blush ,13.49,5.0,blush,4,no
maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush ,14.99,5.0,blush,7,yes
physicians formula,Physicians Formula Nude Wear Glowing Nude Blush ,15.99,4.0,blush,8,yes
covergirl,CoverGirl Cheekers Blush,6.99,5.0,blush,3,no
almay,Almay Smart Shade Powder Blush,14.49,4.0,blush,1,no
l'oreal,L'Oreal Paris True Match,16.49,4.8,blush,4,no
physicians formula,Physicians Formula Happy Booster Glow & Mood Boosting Blush,15.99,4.7,blush,2,no
pure anada,Pure Anada Loose Mineral Luminous Blush,12.0,4.0,blush,8,yes
physicians formula,Physicians Formula Mineral Wear Airbrushing Blush,15.49,4.8,blush,4,no
covergirl,CoverGirl Instant Cheekbones Contouring Blush,7.99,3.3,blush,2,no
physicians formula,Physicians Formula Happy Booster Glow & Mood Boosting Powder,19.99,4.8,blush,6,yes
e.l.f.,e.l.f. Studio Blush Palette Light,9.99,4.7,blush,6,yes
pure anada,Pure Anada Loose Mineral Velvet Matte Blush ,12.0,4.5,blush,10,yes
maybelline,Maybelline Fit Me Blush,10.29,4.8,blush,4,no
pure anada,Pure Anada Pressed Mineral Cheek Colour Pan,12.0,4.4,blush,6,yes
milani,Milani Rose Powder Blush,9.99,4.6,blush,2,no
milani,Milani Baked Blush,7.99,4.7,blush,10,yes
cargo cosmetics,Cargo Cosmetics Blush,26.0,4.8,blush,2,no
physicians formula,Physicians Formula Argan Wear Ultra-Nourishing Argan Oil Blush in Rose,15.99,5.0,blush,10,yes
stila,Stila Convertible Colour Palette Sinrise Splendor,51.0,4.8,blush,4,no
stila,Stila Convertible Colour Palette Sunset Serenade,51.0,2.4,blush,8,no
anna sui,Anna Sui Cream Cheek Colour,27.0,1.9,blush,7,no
nyx,NYX Rouge Cream Blush,9.99,2.0,blush,9,no
l'oreal,L'Oreal Paris Visible Lift Blur Blush ,15.99,2.7,blush,8,no
marcelle,Marcelle Cream Blush,14.99,5.0,blush,5,no
revlon,Revlon PhotoReady Cream Blush,13.49,5.0,blush,2,no
,DaLish Lip Cheek Balm,15.0,2.3,blush,5,no
physicians formula,Physicians Formula Super BB All-in-1 Beauty Balm Cheek & Lip in Berry Pink,8.99,4.0,blush,8,yes
maybelline,Maybelline Dream Bouncy Blush,11.99,4.5,blush,10,yes
physicians formula,Physicians Formula Mineral Wear Flawless Complexion Kit ,29.99,4.8,blush,9,yes
pacifica,Pacifica Radiant Shimmer Highlighting Creams For Eyes Lips Face,28.0,3.6,blush,9,no
rejuva minerals,Multi Purpose Powder - Blush & Eye,0.0,2.2,blush,1,no
marienatie,Mineral Blush,0.0,3.5,blush,9,no
lotus cosmetics usa,Creme to Powder Blush,0.0,4.6,blush,7,yes
glossier,Cloud Paint,22.0,1.6,blush,9,no
nyx,Sweet Cheeks Blush Palette,20.0,1.4,blush,8,no
nyx,Cheek Contour Duo Palette,9.0,2.0,blush,1,no
nyx,High Definition Blush Pro Refills,6.0,3.9,blush,8,no
nyx,Rouge Cream Blush,6.0,3.4,blush,8,no
nyx,Baked Blush,7.0,1.4,blush,3,no
nyx,High Definition Blush,6.5,4.7,blush,1,no
nyx,Ombre Blush,10.0,4.2,blush,8,yes
nyx,Stick Blush,6.0,1.1,blush,3,no
nyx,Whipped Lip & Cheek Soufflé,6.0,3.6,blush,3,no
clinique,Sculptionary&trade; Cheek Contouring Palette,34.0,4.1,blush,1,no
clinique,Blushing Blush&trade; Powder Blush,23.0,2.5,blush,5,no
clinique,Cheek Pop&trade;,23.0,1.3,blush,10,no
clinique,Clinique + Jonathan Adler: Cheek Pop,18.9,1.3,blush,7,no
clinique,Soft-Pressed Powder Blusher,23.0,1.4,blush,10,no
clinique,Chubby Stick&trade; Cheek Colour Balm,23.0,4.4,blush,9,yes
clinique,Clinique Pop&trade; Oil Lip & Cheek Glow,,4.6,blush,7,yes
clinique,CliniqueFIT™  Lip + Cheek Flush,23.0,1.5,blush,9,no
dior,Diorskin Rosy Glow,32.0,1.9,blush,8,no
dior,DIORBLUSH PRECIOUS ROCKS - Christmas 2017 Limited Edition,0.0,1.7,blush,2,no
dior,Diorblush Sculpt,32.5,1.7,blush,1,no
dior,Diorblush,32.5,4.3,blush,7,yes
dior,Cheek & Lip Glow,27.5,2.3,blush,7,no
iman,Luxury Blushing Powder Posh,,2.2,blush,8,no
smashbox,O-Glow ,29.0,1.9,blush,5,no
smashbox,L.A. Lights Palette,35.0,3.4,blush,3,no
smashbox,L.A. Lights Cheek & Lip Color,29.0,2.5,blush,8,no
,Fake Bake Blush Legal Sunburn,15.99,5.0,blush,6,yes
nyx,NYX Ombre Blush,12.99,4.0,blush,3,no
covergirl,CoverGirl truBLEND Blush in Light Rose,13.99,1.8,blush,1,no
cargo cosmetics,Cargo Cosmetics HD Picture Perfect Blush Highlighter,32.0,4.2,blush,3,no
,Saint Cosmetics Blush,28.96,3.4,blush,5,no
maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush,14.99,1.5,blush,3,no
sante,Sante Rouge,23.49,3.0,blush,1,no
covergirl,CoverGirl truBLEND Blush in Medium Rose,13.99,5.0,blush,5,no
annabelle,Annabelle Blush ,7.99,2.7,blush,10,no
nyx,NYX High Definition Blush,7.99,4.0,blush,7,yes
cargo cosmetics,Cargo Cosmetics Swimmables Water Resistant Blush,29.0,5.0,blush,7,yes
mineral fusion,Mineral Fusion Blush,32.0,5.0,blush,9,yes
covergirl,CoverGirl Clean Glow Blush ,8.99,5.0,blush,10,yes
covergirl,CoverGirl Clean Glow Blush,8.99,4.5,blush,10,yes
physicians formula,Physicians Formula Nude Wear Glowing Nude Blush,15.99,4.0,blush,3,no
covergirl,CoverGirl Cheekers Blush ,6.99,5.0,blush,7,yes
e.l.f.,e.l.f. Studio Blush Palette Dark,9.99,4.7,blush,1,no
revlon,Revlon Powder Blush ,13.49,5.0,blush,4,no
maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush ,14.99,5.0,blush,4,no
physicians formula,Physicians Formula Nude Wear Glowing Nude Blush ,15.99,4.0,blush,5,no
covergirl,CoverGirl Cheekers Blush,6.99,5.0,blush,7,yes
almay,Almay Smart Shade Powder Blush,14.49,4.0,blush,7,yes
l'oreal,L'Oreal Paris True Match,16.49,4.8,blush,4,no
physicians formula,Physicians Formula Happy Booster Glow & Mood Boosting Blush,15.99,4.7,blush,7,yes
pure anada,Pure Anada Loose Mineral Luminous Blush,12.0,4.0,blush,3,no
physicians formula,Physicians Formula Mineral Wear Airbrushing Blush,15.49,4.8,blush,6,yes
covergirl,CoverGirl Instant Cheekbones Contouring Blush,7.99,3.3,blush,2,no
physicians formula,Physicians Formula Happy Booster Glow & Mood Boosting Powder,19.99,4.8,blush,10,yes
e.l.f.,e.l.f. Studio Blush Palette Light,9.99,4.7,blush,9,yes
pure anada,Pure Anada Loose Mineral Velvet Matte Blush ,12.0,4.5,blush,5,no
maybelline,Maybelline Fit Me Blush,10.29,4.8,blush,6,yes
pure anada,Pure Anada Pressed Mineral Cheek Colour Pan,12.0,4.4,blush,4,no
milani,Milani Rose Powder Blush,9.99,4.6,blush,10,yes
milani,Milani Baked Blush,7.99,4.7,blush,7,yes
cargo cosmetics,Cargo Cosmetics Blush,26.0,4.8,blush,9,yes
physicians formula,Physicians Formula Argan Wear Ultra-Nourishing Argan Oil Blush in Rose,15.99,5.0,blush,7,yes
stila,Stila Convertible Colour Palette Sinrise Splendor,51.0,2.9,blush,1,no
stila,Stila Convertible Colour Palette Sunset Serenade,51.0,2.9,blush,1,no
anna sui,Anna Sui Cream Cheek Colour,27.0,4.7,blush,9,yes
nyx,NYX Rouge Cream Blush,9.99,2.0,blush,9,no
l'oreal,L'Oreal Paris Visible Lift Blur Blush ,15.99,3.3,blush,4,no
marcelle,Marcelle Cream Blush,14.99,5.0,blush,9,yes
revlon,Revlon PhotoReady Cream Blush,13.49,5.0,blush,3,no
,DaLish Lip Cheek Balm,15.0,2.3,blush,7,no
physicians formula,Physicians Formula Super BB All-in-1 Beauty Balm Cheek & Lip in Berry Pink,8.99,4.0,blush,6,yes
maybelline,Maybelline Dream Bouncy Blush,11.99,4.5,blush,8,yes
physicians formula,Physicians Formula Mineral Wear Flawless Complexion Kit ,29.99,4.8,blush,9,yes
pacifica,Pacifica Radiant Shimmer Highlighting Creams For Eyes Lips Face,28.0,3.6,blush,5,no
maia's mineral galaxy,Mineral Eye Brow Liner Charcoal Brown,0.0,1.1,eyebrow,1,no
nyx,Eyebrow Marker,9.75,4.7,eyebrow,3,no
nyx,Eyebrow Kit With Stencil,15.0,2.0,eyebrow,10,no
nyx,Eyebrow Push-Up Bra,10.0,3.3,eyebrow,8,no
nyx,3-Dimensional Brow Marker,10.0,1.7,eyebrow,6,no
nyx,Eyebrow Shaper,8.75,1.1,eyebrow,8,no
nyx,Build 'Em Up Brow Powder,8.0,2.2,eyebrow,9,no
nyx,3-in-1 Brow Pencil,13.0,4.1,eyebrow,4,no
nyx,Proof It! Waterproof Eyebrow Primer,7.0,2.1,eyebrow,1,no
nyx,Eyebrow Powder Pencil,6.5,1.9,eyebrow,1,no
nyx,Precision Brow Pencil,10.0,1.9,eyebrow,10,no
nyx,Sculpt & Highlight Brow Contour,10.0,3.1,eyebrow,4,no
nyx,Control Freak Eyebrow Gel,6.0,4.9,eyebrow,7,yes
nyx,Eyebrow Cake Powder,6.0,2.8,eyebrow,2,no
nyx,Tinted Brow Mascara,7.0,3.2,eyebrow,3,no
nyx,Auto Eyebrow Pencil,4.75,4.4,eyebrow,1,no
nyx,Eyebrow Gel,7.0,3.1,eyebrow,5,no
nyx,Tame & Frame Brow Pomade,7.0,1.7,eyebrow,1,no
nyx,Micro Brow Pencil,10.0,2.2,eyebrow,8,no
clinique,Instant Lift For Brows,9.0,2.2,eyebrow,1,no
clinique,Superfine Liner For Brows,18.0,2.6,eyebrow,1,no
clinique,Pretty Easy Brow Palette,34.5,2.7,eyebrow,2,no
clinique,Brow Keeper,18.0,4.2,eyebrow,2,no
clinique,Just Browsing Brush-On Styling Mousse,18.0,2.4,eyebrow,6,no
clinique,Brow Shaper,18.0,2.9,eyebrow,7,no
dior,All-In-Brow 3D,43.0,3.5,eyebrow,5,no
dior,Sourcils Poudre,20.0,2.5,eyebrow,1,no
dior,DIORSHOW BROW STYLER,20.0,4.3,eyebrow,1,no
dior,DIORSHOW BOLD BROW - Christmas 2017 Limited Edition,22.0,3.3,eyebrow,3,no
dior,DIORSHOW BOLD BROW,22.0,2.2,eyebrow,2,no
iman,Perfect Eyebrow Pencil Blackest Brown,,3.9,eyebrow,5,no
benefit,high brow glow brow highlighter ,29.0,3.1,eyebrow,10,no
benefit,high brow eyebrow highlighter ,29.0,3.1,eyebrow,6,no
benefit,brow zings eyebrow shaping kit ,42.0,2.9,eyebrow,7,no
benefit,BROWVO! conditioning eyebrow primer ,36.0,3.0,eyebrow,4,no
benefit,"precisely, my brow eyebrow pencil ",30.0,4.1,eyebrow,7,yes
benefit,ka-BROW! eyebrow cream-gel color ,30.0,1.4,eyebrow,8,no
benefit,goof proof eyebrow pencil ,30.0,2.3,eyebrow,1,no
benefit,gimme brow volumizing eyebrow gel,30.0,1.3,eyebrow,6,no
benefit,bigger & bolder brows kit,44.0,4.0,eyebrow,8,yes
benefit,defined & refined brows kit,44.0,2.1,eyebrow,5,no
benefit,soft & natural brows kit,44.0,4.6,eyebrow,4,no
smashbox,Brow Tech Highlight Stick,21.0,3.1,eyebrow,2,no
smashbox,Brow Tech Gloss Stick,21.0,4.2,eyebrow,6,yes
smashbox,Brow Tech Matte Pencil,21.0,4.9,eyebrow,6,yes
smashbox,Brow Tech Shaping Powder,25.0,4.4,eyebrow,1,no
smashbox,Brow Tech To Go,28.0,4.5,eyebrow,9,yes
smashbox,#ShapeMatters Palette,55.0,2.6,eyebrow,6,no
smashbox,Photo Matte Eyes,49.0,3.2,eyebrow,3,no
zorah biocosmetiques,Liquid Liner,0.0,2.0,eyeliner,4,no
marienatie,Gel Liner,0.0,1.8,eyeliner,4,no
marienatie,Eyeliner,0.0,3.0,eyeliner,3,no
c'est moi,Fearless Eyeliner,0.0,3.4,eyeliner,10,no
nyx,Holographic Halo Cream Eyeliner,11.0,2.4,eyeliner,3,no
nyx,Cake That! Powder Eyeliner,8.0,3.3,eyeliner,3,no
nyx,Epic Black Mousse Liner,10.0,4.5,eyeliner,4,no
nyx,Cosmic Gel Liner,10.0,3.2,eyeliner,7,no
nyx,Gel Liner And Smudger,9.0,3.9,eyeliner,4,no
nyx,Metallic Eyeliner,8.0,4.2,eyeliner,9,yes
nyx,Tres Jolie Gel Pencil Liner,12.0,5.0,eyeliner,1,no
nyx,Faux Whites Eye Brightener,8.0,3.4,eyeliner,8,no
nyx,Faux Blacks Eyeliner,8.0,4.2,eyeliner,7,yes
nyx,Collection Noir,6.0,4.9,eyeliner,2,no
nyx,Slim Eye Pencil,4.0,4.8,eyeliner,8,yes
nyx,Retractable Eye Liner,5.0,1.6,eyeliner,1,no
nyx,Slide On Pencil,8.0,2.6,eyeliner,9,no
nyx,Jumbo Eye Pencil,4.5,2.3,eyeliner,9,no
nyx,Two Timer Dual Ended Eyeliner,10.0,1.3,eyeliner,2,no
nyx,Strictly Vinyl Eyeliner,7.0,3.5,eyeliner,7,no
nyx,Collection Chocolate,6.0,3.9,eyeliner,10,no
nyx,Super Fat Eye Marker,10.0,4.4,eyeliner,3,no
nyx,Super Skinny Eye Marker,9.5,1.5,eyeliner,7,no
nyx,Felt Tip Liner,9.5,4.5,eyeliner,10,yes
nyx,The Curve,15.0,3.6,eyeliner,9,no
nyx,Colored Felt Tip Liner,10.0,3.8,eyeliner,4,no
nyx,Vinyl Liquid Liner,7.0,4.6,eyeliner,1,no
nyx,That's The Point Eyeliner,10.0,3.5,eyeliner,2,no
nyx,White Liquid Liner,7.0,2.3,eyeliner,1,no
nyx,Studio Liquid Liner,4.5,4.3,eyeliner,5,no
nyx,Epic Ink Liner,8.0,2.5,eyeliner,5,no
nyx,Glam Liner Aqua Luxe Collection,5.5,1.1,eyeliner,7,no
nyx,Matte Liquid Liner,7.0,4.3,eyeliner,9,yes
nyx,Vivid Brights Liner,7.0,2.4,eyeliner,9,no
nyx,Wonder Pencil,4.5,4.1,eyeliner,3,no
fenty,ECLIPSE - 2-in-1 Glitter Release Eyeliner,20.0,2.5,eyeliner,3,no
clinique,Cream Shaper&trade; For Eyes,17.5,4.4,eyeliner,3,no
clinique,Quickliner&trade; For Eyes,17.5,1.9,eyeliner,4,no
clinique,High Impact™ Custom Black Kajal,17.5,4.9,eyeliner,8,yes
clinique,Kohl Shaper For Eyes,17.5,4.1,eyeliner,6,yes
clinique,Quickliner&#8482; For Eyes Intense,17.5,1.5,eyeliner,8,no
clinique,Brush-On Cream Liner,17.5,3.3,eyeliner,1,no
clinique,Water-Resistant Eyeliner,17.5,4.9,eyeliner,8,yes
clinique,Clinique Skinny Stick&trade;,17.0,2.9,eyeliner,4,no
clinique,Pretty Easy™ Liquid Eyelining Pen,21.0,1.7,eyeliner,1,no
dior,Diorshow Art Pen,27.5,2.9,eyeliner,8,no
dior,Diorliner,27.0,3.0,eyeliner,4,no
dior,Dior Addict It-Line,26.5,4.0,eyeliner,6,yes
dior,Eyeliner Waterproof,20.0,3.8,eyeliner,8,no
dior,DIORSHOW KHÔL,19.5,2.6,eyeliner,4,no
dior,Diorshow Pro Liner Waterproof,20.5,1.9,eyeliner,3,no
iman,Perfect Eye Pencil Ebony,,3.6,eyeliner,9,no
benefit,BADgal waterproof eyeliner,26.0,2.7,eyeliner,3,no
benefit,creaseless cream eyeshadow,26.0,1.5,eyeliner,9,no
benefit,they're real! gel eyeliner pen ,31.0,4.6,eyeliner,2,no
smashbox,Jet Set Waterproof Eye Liner,22.0,3.8,eyeliner,2,no
smashbox,Photo Angle Gel Liner,24.0,3.7,eyeliner,2,no
smashbox,Limitless Eye Liner,19.0,4.3,eyeliner,6,yes
smashbox,Limitless Liquid Liner,22.0,3.1,eyeliner,3,no
smashbox,Always Sharp 3D Liner,20.0,4.3,eyeliner,9,yes
smashbox,Always Sharp Waterproof Kohl Liner,21.0,3.0,eyeliner,4,no
covergirl,CoverGirl Trunaked Waterproof Eyeliner Duo in Mocha/Ebony,11.99,1.3,eyeliner,1,no
anna sui,Anna Sui Eye Brightener,28.0,2.6,eyeliner,4,no
anna sui,Anna Sui Sharpener,10.0,3.0,eyeliner,1,no
covergirl,CoverGirl Bombshell Powder Brow & Liner in Dark Brown,9.49,3.0,eyeliner,5,no
anna sui,Anna Sui Pencil Eyeliner WP,26.0,3.9,eyeliner,4,no
covergirl,CoverGirl Trunaked Waterproof Eyeliner Duo in Cashmere/Espresso,11.99,1.4,eyeliner,8,no
revlon,Revlon PhotoReady Kajal Matte Eye Pencil,11.49,1.6,eyeliner,8,no
physicians formula,Physicians Formula Shimmer Strips Extreme Shimmer Pencil + Smudger Trio,15.99,2.1,eyeliner,7,no
covergirl,CoverGirl Full Lash Bloom Mascara + Perfect Point Plus Eye Liner,14.99,2.1,eyeliner,3,no
l'oreal,L'Oreal Infallible Smokissime Powder Eyeliner Pen,12.99,2.5,eyeliner,1,no
physicians formula,Physicians Formula Shimmer Strips Extreme Shimmer Eyeliner Trio in Nude ,14.79,3.9,eyeliner,1,no
milani,Milani Supreme Kohl Kajal Eyeliner,8.99,5.0,eyeliner,3,no
annabelle,Annabelle Retractable Eyeliner,9.99,5.0,eyeliner,6,yes
cargo cosmetics,Cargo Cosmetics Swimmables Eye Pencil,19.0,4.7,eyeliner,7,yes
annabelle,Annabelle Smudgeliner ,8.99,5.0,eyeliner,6,yes
mineral fusion,Mineral Fusion Eye Pencil,19.0,4.5,eyeliner,6,yes
wet n wild,Wet n Wild Sharpen Up! Dual Pencil Sharpener,1.99,5.0,eyeliner,6,yes
covergirl,CoverGirl Ink it! By Perfect Point Plus Eyeliner ,6.99,2.0,eyeliner,3,no
annabelle,Annabelle Stay Sharp Waterproof Kohl Eyeliner,9.99,3.5,eyeliner,6,no
pacifica,Pacifica Natural Eye Pencil,16.0,5.0,eyeliner,8,yes
covergirl,CoverGirl Liquiline Blast Eyeliner ,9.99,4.5,eyeliner,2,no
annabelle,Annabelle Smoothliner ,6.99,4.8,eyeliner,5,no
marcelle,Marcelle Waterproof Eyeliner,10.99,3.0,eyeliner,1,no
physicians formula,Physicians Formula Shimmer Strips Eye Enhancing Eyeliner Trio ,14.79,5.0,eyeliner,1,no
l'oreal,L'Oreal Paris Infallible Silkissime Eyeliner,11.99,5.0,eyeliner,5,no
l'oreal,L'Oreal Paris Extra-Intense Liquid Pencil Eyeliner,10.99,4.3,eyeliner,3,no
covergirl,CoverGirl Ink it! By Perfect Point Plus Eyeliner,6.99,2.5,eyeliner,4,no
physicians formula,Physicians Formula Shimmer Strips Eye Enhancing Eyeliner Trio,14.79,5.0,eyeliner,3,no
covergirl,CoverGirl Perfect Point Plus Eyeliner Pencil ,7.49,4.0,eyeliner,1,no
milani,Milani Brow & Eye Highlighter Duo Pencil,6.99,3.3,eyeliner,1,no
l'oreal,L'Oreal Paris Infallible Never Fail Eye Liner,12.99,3.5,eyeliner,5,no
sante,Sante Kajal Eyeliner Pencil,17.29,3.9,eyeliner,6,no
dr. hauschka,Dr. Hauschka Kajal Eyeliner,24.0,4.4,eyeliner,3,no
maybelline,Maybelline Line Express Eyeliner,7.29,4.5,eyeliner,9,yes
almay,Almay Intense i-Colour Bring Out Eyeliner,10.99,4.3,eyeliner,5,no
maybelline,Maybelline Unstoppable Eyeliner,8.99,4.3,eyeliner,8,yes
pure anada,Pure Anada Pureline Pencil Eye Liner,14.0,4.0,eyeliner,1,no
l'oreal,L'Oreal Paris Colour Riche Le Khol Eyeliner,9.29,4.5,eyeliner,5,no
,Earth Lab Vegan Mineral Eye Pencil,18.0,3.4,eyeliner,3,no
revlon,Revlon ColorStay Eye Liner,11.49,4.7,eyeliner,1,no
maybelline,Maybelline Color Show Kohl Liner,5.99,3.0,eyeliner,4,no
stila,Stila La Quill Eye Liner Brush,36.0,3.3,eyeliner,5,no
nyx,NYX Super Fat Eye Marker,11.99,4.4,eyeliner,7,yes
covergirl,CoverGirl Bombshell Powder Brow & Liner in Blonde,9.49,2.6,eyeliner,1,no
maybelline,Maybelline Eye Studio Master Graphic in Striking Black,11.99,4.1,eyeliner,3,no
covergirl,CoverGirl Intensify Me! Liquid Liner,9.99,2.7,eyeliner,2,no
l'oreal,L'Oreal Paris Infallible Black Velvet Liner,13.99,2.4,eyeliner,9,no
milani,Milani Eye Tech Bold Liquid Eyeliner,10.99,4.8,eyeliner,10,yes
cargo cosmetics,Cargo Cosmetics TexasLiner Liquid Eye Liner,22.0,1.7,eyeliner,6,no
wet n wild,Wet n Wild ProLine Graphic Marker Eyeliner,6.99,1.4,eyeliner,10,no
,Pysicians Formula Eye Booster Cushion Liquid Liner + Serum Ultra Black,15.99,4.1,eyeliner,3,no
annabelle,Annabelle EyeInk2 Liquid Eyeliner Duo,10.99,1.3,eyeliner,8,no
annabelle,Annabelle Glitterama Liquid Eyeliner,8.96,4.3,eyeliner,8,yes
wet n wild,Wet n Wild ProLine Felt Tip Eyeliner,6.99,4.0,eyeliner,2,no
marcelle,Marcelle Double Precision Liquid Eyeliner Pen,14.99,2.7,eyeliner,6,no
annabelle,Annabelle EyeInk2 Mistake Proof Eyeliner + Corrector,10.99,5.0,eyeliner,7,yes
covergirl,CoverGirl Ink It! By Perfect Point Plus Violet Ink,6.99,4.7,eyeliner,2,no
marcelle,Marcelle Kajal Kohl Eyeliner Blackest Black,11.99,5.0,eyeliner,10,yes
wet n wild,Wet n Wild H2O Proof Liquid Eyeliner,6.99,3.9,eyeliner,2,no
milani,Milani Eye Tech Extreme Liquid Eyeliner,10.99,3.4,eyeliner,10,no
marcelle,Marcelle Waterproof Liquid DIP-PEN Eyeliner 10H+,13.99,4.8,eyeliner,1,no
physicians formula,Physicians Formula Sexy Booster Cat Eye Collection Liquid Eyeliner ,12.99,2.6,eyeliner,8,no
physicians formula,Physicians Formula Argan Wear Ultra-Nourishing Kohl Kajal Eyeliner,12.99,3.7,eyeliner,1,no
wet n wild,Wet n Wild MegaLiner Liquid Eyeliner,5.49,4.8,eyeliner,9,yes
revlon,Revlon ColorStay Skinny Liquid Liner ,11.99,1.5,eyeliner,6,no
physicians formula,Physicians Formula Shimmer Strips Kohl Kajal Eyeliner Trio ,14.79,5.0,eyeliner,7,yes
zorah,Zorah Liquid Liner,24.0,3.3,eyeliner,10,no
