brand,name,price,rating,product_type,quantity_sold,recommendation
milani,Milani Fierce Foil Eyeliner,9.99,2.9,eyeliner,7,no
physicians formula,Physicians Formula Shimmer Strips Kohl Kajal Eyeliner Trio,14.79,5.0,eyeliner,10,yes
suncoat,Suncoat Sugar-based Natural Liquid Eyeliner,16.99,3.5,eyeliner,3,no
dr. hauschka,Dr. Hauschka Liquid Eyeliner,30.0,4.0,eyeliner,2,no
almay,Almay Liquid Liner,10.99,4.2,eyeliner,9,yes
l'oreal,L'Oreal Infallible Super Slim 12H Liner,11.99,2.1,eyeliner,8,no
e.l.f.,e.l.f. Intense Ink Eyeliner,3.99,5.0,eyeliner,10,yes
l'oreal,L'Oreal Telescopic Explosion Waterproof Eyeliner Black,12.99,4.2,eyeliner,7,yes
e.l.f.,e.l.f. Studio Precision Liquid Eyeliner,4.99,3.7,eyeliner,9,no
maybelline,Maybelline EyeStudio Master Precise Ink Pen Eyeliner,11.99,4.0,eyeliner,4,no
almay,Almay Intense i-Colour Play Up Liquid Liner,10.99,4.0,eyeliner,4,no
maybelline,Maybelline Line Stiletto Ultimate Precision Liquid Eyeliner,10.29,4.0,eyeliner,1,no
e.l.f.,e.l.f. Studio Eye Primer & Liner Sealer,4.99,4.3,eyeliner,8,yes
revlon,Revlon ColorStay Liquid Eye Liner,11.49,4.0,eyeliner,3,no
l'oreal,L'Oreal Paris Lineur Intense Felt Tip Liquid,10.99,4.3,eyeliner,7,yes
physicians formula,Physicians Formula Eye Booster Lash Boosting Eyeliner + Serum,14.79,4.0,eyeliner,2,no
maybelline,Maybelline Liquid Eyeliner,10.99,4.2,eyeliner,2,no
e.l.f.,e.l.f. Studio Cream Eyeliner,4.99,4.5,eyeliner,7,yes
maybelline,Maybelline Eye Studio Lasting Drama Gel Eyeliner,11.99,4.4,eyeliner,6,yes
covergirl,CoverGirl LineExact Liquid Eyeliner ,7.49,4.3,eyeliner,3,no
zorah biocosmetiques,Eyeshadow,0.0,3.2,eyeshadow,9,no
sally b's skin yummies,B Smudged,0.0,1.6,eyeshadow,10,no
rejuva minerals,Multi Purpose Powder - Blush & Eye,0.0,4.4,eyeshadow,6,yes
rejuva minerals,Multi Purpose Powder - Eye Shadow & Face,0.0,4.4,eyeshadow,10,yes
marienatie,Pressed Eye Shadow,0.0,4.8,eyeshadow,10,yes
marienatie,Loose Mineral Eyeshadow,0.0,1.6,eyeshadow,6,no
lotus cosmetics usa,Eye Shadow Palette Mesmerize,0.0,3.5,eyeshadow,1,no
lotus cosmetics usa,Eye Shadow Palette Deluxe,0.0,2.9,eyeshadow,4,no
lotus cosmetics usa,Eye Shadow Palette Smokey,0.0,2.4,eyeshadow,10,no
lotus cosmetics usa,Eye Shadow Palette Seduction,0.0,2.4,eyeshadow,6,no
lotus cosmetics usa,Eye Shadow Palette Cocoa,0.0,2.7,eyeshadow,6,no
alva,Liquid Eye Shadow,9.95,3.8,eyeshadow,5,no
clinique,Wear Everywhere Neutrals All About Shadow&trade; 8-Pan Palette,37.0,3.4,eyeshadow,1,no
clinique,Pretty Easy™ Eye Palette,22.25,2.8,eyeshadow,8,no
clinique,All About Shadow&trade; Primer for Eyes,21.0,1.3,eyeshadow,5,no
clinique,Lid Smoothie&trade; Antioxidant 8-Hour Eye Colour,21.0,1.3,eyeshadow,5,no
clinique,Touch Base For Eyes&trade;,17.0,1.0,eyeshadow,7,no
clinique,Lid Pop™,18.0,4.9,eyeshadow,4,no
clinique,All About Shadow&trade; Single,16.5,1.0,eyeshadow,6,no
clinique,Chubby Stick&trade; Shadow Tint For Eyes,17.5,1.4,eyeshadow,4,no
clinique,All About Shadow&trade; Quad,28.5,2.3,eyeshadow,3,no
clinique,All About Shadow&trade; Duo,22.0,4.2,eyeshadow,7,yes
clinique,Clinique + Jonathan Adler: Lid Pop,14.0,4.8,eyeshadow,8,yes
clinique,Clinique + Jonathan Adler: Limited Edition Chic Colour Kit,27.3,4.2,eyeshadow,4,no
dior,Holiday Diorshow Pump n' Volume Set,25.5,3.8,eyeshadow,2,no
dior,Couture Colour Wardrobe palette,65.0,3.1,eyeshadow,10,no
dior,Colour Design Eye palette,45.0,1.3,eyeshadow,3,no
dior,Eye Reviver,43.0,4.8,eyeshadow,1,no
dior,5 COULEURS DESIGNER,45.0,4.0,eyeshadow,8,yes
dior,5 COULEURS PRECIOUS ROCKS - Christmas 2017 Limited Edition,43.5,3.6,eyeshadow,3,no
dior,5 COULEURS,45.0,4.0,eyeshadow,10,yes
dior,Diorshow Mono,25.0,3.9,eyeshadow,7,no
dior,Diorshow Fusion Mono Matte,0.0,3.5,eyeshadow,10,no
dior,Diorshow Fusion Mono,25.5,4.9,eyeshadow,5,no
dior,Backstage Eye Prime,22.5,4.6,eyeshadow,10,yes
iman,Perfect Eye Pencil Deception,,3.6,eyeshadow,5,no
iman,Luxury Eye Shadow Bejeweled,,3.8,eyeshadow,7,no
smashbox,Double Exposure Palette,50.0,1.2,eyeshadow,9,no
smashbox,Mini Full Exposure Palette,25.0,3.7,eyeshadow,5,no
smashbox,Full Exposure Palette,52.0,1.2,eyeshadow,1,no
smashbox,Photo Matte Eyes Mini,25.0,3.4,eyeshadow,10,no
smashbox,MATTE EXPOSURE PALETTE,49.0,5.0,eyeshadow,10,yes
smashbox,Eye Shadow Trio,28.0,3.2,eyeshadow,1,no
smashbox,PHOTO OP EYE SHADOW SINGLES,18.0,2.9,eyeshadow,2,no
almay,Almay Intense i-Color Everyday Neutrals for Blue Eyes,10.49,4.0,eyeshadow,6,yes
covergirl,CoverGirl Trunaked Eyeshadow Palettes in Roses,12.99,5.0,eyeshadow,9,yes
e.l.f.,e.l.f. Studio Baked Eyeshadow Trio ,6.99,2.3,eyeshadow,8,no
l'oreal,L'Oreal Colour Riche La Palette Nude in Nude 02,29.99,4.0,eyeshadow,5,no
dr. hauschka,Dr. Hauschka Eye Shadow ,22.0,5.0,eyeshadow,1,no
maybelline,Maybelline Expert Wear Eye Shadow Quad ,8.99,4.0,eyeshadow,7,yes
sante,Sante Eyeshadow Trio,24.49,5.0,eyeshadow,5,no
maybelline,Maybelline Eyestudio Color Tattoo Concentrated Crayon,10.99,3.0,eyeshadow,6,no
physicians formula,Physicians Formula Shimmer Strips Extreme Shimmer Shadow & Liner Palette ,15.79,4.5,eyeshadow,7,yes
wet n wild,Wet n Wild Color Icon Eyeshadow Trio ,4.79,5.0,eyeshadow,3,no
e.l.f.,e.l.f. Essential Little Black Beauty Book Eye Edition,9.99,4.0,eyeshadow,10,yes
milani,Milani Everyday Eyes Powder Eyeshadow Collection,12.99,5.0,eyeshadow,3,no
almay,Almay Intense i-Color Liquid Shadow + Color Primer,10.99,4.5,eyeshadow,5,no
physicians formula,Physicians Formula Shimmer Strips Custom Shadow & Liner ,15.49,5.0,eyeshadow,6,yes
covergirl,CoverGirl Eye Enhancers 1-Kit Shadow ,4.49,5.0,eyeshadow,9,yes
covergirl,CoverGirl Eye Enhancers 3-Kit Shadows ,6.49,4.0,eyeshadow,5,no
revlon,"Revlon PhotoReady Primer, Shadow + Sparkle Palette",14.49,5.0,eyeshadow,1,no
nyx,NYX Hot Singles Eye Shadow ,5.99,5.0,eyeshadow,4,no
maybelline,Maybelline The Nudes Eye Shadow Palette,17.99,2.0,eyeshadow,5,no
pacifica,Pacifica Super Powder Supernatural Eye Shadow Trio,14.0,4.3,eyeshadow,10,yes
e.l.f.,e.l.f. Mad for Matte Eyeshadow Palette ,11.99,4.4,eyeshadow,10,yes
e.l.f.,e.l.f. Studio Baked Eyeshadow Trio,6.99,5.0,eyeshadow,5,no
maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow Leather,8.99,4.3,eyeshadow,7,yes
dr. hauschka,Dr. Hauschka Eye Shadow Palette,43.0,4.8,eyeshadow,4,no
covergirl,CoverGirl Eye Enhancers 4-Kit Shadows,6.49,4.6,eyeshadow,1,no
pacifica,Pacifica Mystical Supernatural Eye Shadow Palette,28.0,4.9,eyeshadow,5,no
mistura,Mistura 6-in-1 Beauty Solution,56.49,2.6,eyeshadow,7,no
maybelline,Maybelline The Nudes Eyeshadow Palette in The Blushed Nudes,17.99,4.5,eyeshadow,10,yes
covergirl,CoverGirl Eye Enhancers 3-Kit Shadows,6.49,4.0,eyeshadow,10,yes
e.l.f.,e.l.f. Studio Prism Eyeshadow,13.99,4.8,eyeshadow,6,yes
pacifica,Pacifica Enlighten Eye Brightening Shadow Palette,28.0,4.6,eyeshadow,5,no
wet n wild,Wet n Wild Color Icon Eye Shadow Collection,4.99,4.2,eyeshadow,4,no
pure anada,Pure Anada Loose Luminous Eye Colour ,8.0,4.5,eyeshadow,2,no
wet n wild,Wet n Wild Color Icon Eyeshadow Single,1.99,4.6,eyeshadow,4,no
maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow,8.99,4.5,eyeshadow,10,yes
physicians formula,Physicians Formula Matte Collection Quad Eye Shadow,10.49,4.6,eyeshadow,10,yes
cargo cosmetics,Cargo Cosmetics Eye Shadow Single,19.0,5.0,eyeshadow,3,no
pure anada,Pure Anada Pressed Mineral Eye Color Pan,8.0,4.5,eyeshadow,10,yes
maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow ,8.99,4.0,eyeshadow,1,no
marcelle,Marcelle Lux Cream Eye Shadow + Liner,13.99,1.5,eyeshadow,8,no
pacifica,Pacifica Natural Minerals Smolder Eye Lining Gel,27.96,3.0,eyeshadow,5,no
e.l.f.,e.l.f. Studio Eyeliner & Shadow Stick ,4.99,5.0,eyeshadow,4,no
colourpop,No Filter Foundation,12.0,3.9,foundation,8,no
deciem,Serum Foundation,6.7,1.8,foundation,7,no
deciem,Coverage Foundation,6.9,1.5,foundation,2,no
w3llpeople, Realist Invisible Setting Powder,0.0,2.7,foundation,1,no
rejuva minerals,Pressed Powder Foundation,0.0,4.2,foundation,4,no
marienatie,Pressed Foundation,0.0,4.0,foundation,8,yes
glossier,Stretch Concealer,22.0,1.2,foundation,2,no
glossier,Wowder,27.0,2.8,foundation,3,no
glossier,Haloscope,27.0,3.1,foundation,1,no
glossier,Perfecting Skin Tint,32.0,3.6,foundation,1,no
nyx,SFX Setting Powder,10.0,3.6,foundation,3,no
nyx,Holographic Halo Finishing Powder,12.0,2.5,foundation,5,no
nyx,Blotting Powder,12.0,3.2,foundation,3,no
nyx,#NOFILTER Finishing Powder,12.0,2.9,foundation,1,no
nyx,Color Correcting Powder,10.0,4.5,foundation,1,no
nyx,High Definition Finishing Powder Mini,3.5,3.1,foundation,8,no
nyx,Primal Colors,5.0,2.8,foundation,10,no
nyx,Radiant Finishing Powder,9.0,2.6,foundation,2,no
nyx,Mineral Finishing Powder,10.0,3.3,foundation,3,no
nyx,High Definition Finishing Powder,10.0,4.2,foundation,2,no
nyx,Studio Finishing Powder,10.0,3.2,foundation,3,no
nyx,Gotcha Covered Concealer Pencil,7.0,3.6,foundation,7,no
nyx,"Conceal, Correct, Contour Palette",12.0,4.0,foundation,1,no
nyx,Dark Circle Concealer,6.0,3.1,foundation,10,no
nyx,Gotcha Covered Concealer,6.0,2.7,foundation,8,no
nyx,Color Correcting Palette,12.0,4.5,foundation,10,yes
nyx,Concealer Jar,5.0,2.7,foundation,10,no
nyx,HD Photogenic Concealer Wand,5.0,2.8,foundation,10,no
nyx,Tinted Moisturizer,10.0,5.0,foundation,2,no
nyx,Define & Refine Powder Foundation,12.0,1.0,foundation,3,no
nyx,BB Cream,13.0,1.7,foundation,9,no
nyx,Invincible Fullest Coverage Foundation,12.0,2.5,foundation,7,no
nyx,Mineral Stick Foundation,10.0,4.7,foundation,4,no
nyx,Stay Matte But Not Flat Liquid Foundation,7.5,1.3,foundation,10,no
nyx,Stay Matte But Not Flat Powder Foundation,9.5,1.0,foundation,5,no
nyx,HD Studio Photogenic Foundation,18.0,1.2,foundation,2,no
nyx,Hydra Touch Powder Foundation,10.0,1.4,foundation,8,no
nyx,Pro Foundation Mixer,10.0,1.2,foundation,4,no
nyx,Total Control Drop Foundation,14.0,2.9,foundation,9,no
fenty,MATCH STIX - Matte Skinstick,25.0,3.3,foundation,5,no
clinique,Even Better&trade; Compact Makeup Broad Spectrum SPF 15,32.0,2.1,foundation,9,no
clinique,Redness Solutions Makeup<BR>Broad Spectrum SPF 15<BR>With Probiotic Technology,28.0,2.6,foundation,4,no
clinique,Stay-Matte Oil-Free Makeup,26.0,1.4,foundation,10,no
clinique,Repairwear Laser Focus&trade; All-Smooth Makeup Broad Spectrum SPF 15,36.0,2.3,foundation,5,no
clinique,Perfectly Real&trade; Compact Makeup,28.0,3.1,foundation,9,no
clinique,Chubby in the Nude&trade; Foundation Stick,25.0,3.9,foundation,8,no
clinique,Super City Block™ BB Cushion Compact Broad Spectrum SPF 50,17.5,1.0,foundation,3,no
clinique,Superpowder Double Face Makeup,24.0,2.9,foundation,1,no
clinique,Perfectly Real&trade; Makeup,28.0,2.2,foundation,3,no
clinique,Beyond Perfecting&trade; Powder Foundation + Concealer,28.0,4.4,foundation,4,no
clinique,Acne Solutions&trade; Liquid Makeup,28.0,3.9,foundation,2,no
clinique,Superbalanced&trade; Makeup,26.0,3.4,foundation,1,no
clinique,Stay-Matte Sheer Pressed Powder,26.0,2.1,foundation,7,no
clinique,Superbalanced™ Silk Makeup Broad Spectrum SPF 15,26.0,4.6,foundation,8,yes
clinique,Even Better&trade; Makeup Broad Spectrum SPF 15,28.0,1.2,foundation,7,no
clinique,Beyond Perfecting&trade; Foundation + Concealer,28.0,1.4,foundation,5,no
clinique,CliniqueFIT™ Workout Makeup Broad Spectrum SPF 40,29.5,2.6,foundation,1,no
clinique,Almost Powder Makeup,28.0,1.5,foundation,7,no
clinique,Clinique BIY&trade; Blend It Yourself Pigment Drops,33.0,4.8,foundation,7,yes
clinique,Even Better Glow&trade; Light Reflecting Makeup Broad Spectrum SPF 15,28.0,4.2,foundation,9,yes
clinique,Acne Solutions&trade; Clearing Concealer,18.0,2.0,foundation,3,no
clinique,Line Smoothing Concealer,20.0,3.4,foundation,9,no
clinique,All About Eyes&trade; Concealer,20.0,4.9,foundation,1,no
clinique,Advanced Concealer,20.0,4.5,foundation,1,no
clinique,Airbrush Concealer&trade;,22.0,3.4,foundation,4,no
clinique,Continuous Coverage Makeup Broad Spectrum SPF 15,26.0,4.6,foundation,9,yes
clinique,Beyond Perfecting&trade; Super Concealer Camouflage + 24-Hour Wear,19.5,5.0,foundation,6,yes
clinique,Moisture Surge&trade; CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,39.0,4.0,foundation,3,no
clinique,Acne Solutions BB Cream Broad Spectrum SPF 40,39.0,1.3,foundation,1,no
clinique,Age Defense BB Cream<BR>Broad Spectrum SPF 30,38.5,2.6,foundation,4,no
clinique,Super City Block™ BB Cushion Compact Broad Spectrum SPF 50 Refill,25.0,4.4,foundation,9,yes
clinique,Chubby Stick&trade; Sculpting Highlight,23.0,1.9,foundation,3,no
clinique,Chubby Stick&trade; Sculpting Contour,23.0,4.3,foundation,9,yes
clinique,Limited Edition Highlighting Kit,39.0,1.5,foundation,7,no
fenty,PRO FILT'R - Soft Matte Longwear Foundation,34.0,1.2,foundation,4,no
dior,Diorskin Nude Air Glow Powder,39.5,2.5,foundation,3,no
dior,Diorskin Nude Air loose powder,36.5,1.1,foundation,10,no
dior,Diorskin nude air powder,36.5,4.8,foundation,5,no
dior,DIORIFIC PRECIOUS ROCKS - Christmas 2017 Limited Edition,40.0,4.3,foundation,5,no
dior,Diorskin Forever & Ever Control Loose Powder,36.5,4.2,foundation,3,no
dior,Fix It Colour,23.5,3.5,foundation,9,no
dior,Diorskin Forever Undercover,21.0,1.9,foundation,4,no
dior,FIX IT,23.5,3.1,foundation,5,no
dior,FLASH LUMINIZER,29.0,3.4,foundation,4,no
iman,Cover Cream Clay Medium Deep,,3.1,foundation,5,no
iman,Corrective Concealer Clay,,2.0,foundation,7,no
iman,CC Correct & Cover Clay Medium Deep,,3.1,foundation,9,no
iman,Skin Tone Evener BB Crème Clay Medium,,3.0,foundation,7,no
benefit,the POREfessional: agent zero shine,39.0,5.0,foundation,5,no
benefit,hello flawless! powder foundation,44.0,4.6,foundation,10,yes
smashbox,24 Hour CC Spot Concealer,25.0,2.9,foundation,10,no
smashbox,Camera Ready BB Cream Eyes SPF 15,25.0,3.5,foundation,7,no
smashbox,Photo Filter Foundation,42.0,4.0,foundation,10,yes
smashbox,Halo Hydrating Powder,49.0,1.1,foundation,5,no
smashbox,Halo HD Foundation SPF 15,45.0,4.6,foundation,3,no
smashbox,Camera Ready CC Cream,42.0,4.4,foundation,7,yes
smashbox,Camera Ready BB Cream SPF 35,39.0,2.8,foundation,2,no
smashbox,Camera Ready BB Water SPF 30,42.0,2.6,foundation,9,no
smashbox,STUDIO SKIN 15 HOUR WEAR HYDRATING FOUNDATION ,42.0,2.1,foundation,10,no
marcelle,Marcelle Flawless Compact Foundation,17.99,2.9,foundation,10,no
revlon,Revlon PhotoReady Insta-Fix Makeup,19.99,1.2,foundation,1,no
marcelle,Marcelle BB Cream-to-Powder Makeup,22.99,5.0,foundation,6,yes
physicians formula,Physicians Formula Super BB All-in-1 Beauty Balm Stick,12.99,2.5,foundation,7,no
physicians formula,Physicians Formula Nude Wear Touch of Glow Stick in Nude Glow,12.99,4.0,foundation,8,yes
covergirl,CoverGirl & Olay Simply Ageless Foundation ,15.99,5.0,foundation,10,yes
sante,Sante Soft Cream Foundation,27.49,3.8,foundation,9,no
covergirl,CoverGirl Ultimate Finish Liquid Powder Makeup ,9.99,5.0,foundation,2,no
revlon,Revlon Colorstay Whipped Creme Makeup,19.99,4.4,foundation,10,yes
maybelline,Maybelline Dream Smooth Mousse Foundation,14.79,3.8,foundation,2,no
revlon,Revlon New Complexion One-Step Makeup,18.29,4.2,foundation,5,no
maybelline,Maybelline Fit Me Shine-Free Foundation Stick,10.99,4.7,foundation,5,no
maybelline,Maybelline Dream Matte Mousse Foundation,14.79,4.4,foundation,6,yes
e.l.f.,e.l.f. Studio HD Mattifying Cream Foundation,9.99,4.8,foundation,3,no
mineral fusion,Mineral Fusion Sheer Tint Foundation,37.0,4.4,foundation,8,yes
pure anada,Pure Anada Loose mineral foundation,25.99,1.1,foundation,1,no
dr. hauschka,Dr. Hauschka Translucent Face Powder Compact,35.0,2.3,foundation,6,no
physicians formula,Physicians Formula Mineral Wear Talc-Free All-In-One ABC Cushion Foundation,20.49,4.0,foundation,4,no
nyx,NYX Mineral Stick Foundation,11.99,5.0,foundation,1,no
nyx,NYX Stay Matte But Not Flat Powder Foundation,10.99,4.7,foundation,7,yes
milani,Milani Cream-To-Powder Makeup,10.99,4.4,foundation,9,yes
physicians formula,Physicians Formula Mineral Wear Correcting Kit ,29.99,4.7,foundation,4,no
physicians formula,Physicians Formula Mineral Wear Airbrushing Pressed Powder ,19.99,4.7,foundation,4,no
pure anada,Pure Anada Pressed Sheer Matte Foundation Pan,19.0,4.3,foundation,6,yes
maybelline,Maybelline Mineral Power Natural Perfecting Powder Foundation,14.99,3.9,foundation,3,no
physicians formula,Physicians Formula Mineral Wear Airbrushing Loose Powder ,14.99,4.6,foundation,6,yes
pure anada,Pure Anada Loose Mineral Foundation ,12.0,3.9,foundation,7,no
covergirl,CoverGirl Outlast Stay Luminous Foundation Creamy Natural (820) ,12.49,3.9,foundation,10,no
mineral fusion,Mineral Fusion Liquid Foundation,37.0,4.0,foundation,10,yes
maybelline,Maybelline Dream Velvet Foundation,18.49,2.5,foundation,3,no
maybelline,Maybelline Superstay Better Skin Foundation ,14.99,3.0,foundation,7,no
nyx,NYX Stay Matte But Not Flat Liquid Foundation,10.99,4.0,foundation,3,no
l'oreal,L'Oreal Paris True Match Lumi Glow Liquid Foundation,16.99,3.0,foundation,2,no
covergirl,"CoverGirl Ready, Set Gorgeous Liquid Makeup 105",8.99,2.0,foundation,10,no
covergirl,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation,12.49,2.1,foundation,4,no
,DaLish Silk to Matte Foundation,44.0,4.0,foundation,8,yes
l'oreal,L'Oreal Paris Visible Lift Blur Foundation ,18.99,2.0,foundation,9,no
covergirl,CoverGirl Clean Liquid Makeup Normal Skin ,9.49,5.0,foundation,7,yes
cargo cosmetics,Cargo Cosmetics Liquid Foundation,42.0,1.0,foundation,1,no
covergirl,CoverGirl Smoothers All-Day Hydrating Makeup ,8.99,3.8,foundation,3,no
covergirl,CoverGirl Clean Oil Control Makeup ,9.49,4.0,foundation,9,yes
physicians formula,Physicians Formula Nude Wear Touch of Glow Foundation,18.49,4.5,foundation,1,no
maybelline,Maybelline Dream Wonder Liquid Touch Foundation,14.99,1.2,foundation,9,no
covergirl,CoverGirl Advanced Radiance Age Defying Liquid Makeup ,12.49,5.0,foundation,8,yes
revlon,Revlon Photoready Airbrush Effect Makeup,19.99,3.1,foundation,1,no
revlon,Revlon Age Defying Firming + Lifting Makeup,19.99,4.5,foundation,6,yes
l'oreal,L'Oreal Paris True Match Lumi Cushion Foundation,26.99,4.0,foundation,5,no
cargo cosmetics,Cargo Cosmetics OneBase for Face,28.0,5.0,foundation,6,yes
physicians formula,Physicians Formula Youthful Wear Spotless Foundation,18.49,4.7,foundation,10,yes
annabelle,Annabelle SkinTrue Foundation,10.99,5.0,foundation,5,no
almay,Almay Smart Shade Skintone Matching Makeup ,17.29,4.5,foundation,6,yes
l'oreal,L'Oreal Visible Lift Serum Absolute,20.49,4.3,foundation,5,no
almay,Almay Smart Shade Anti-Aging Skintone Matching Makeup,17.29,4.2,foundation,5,no
almay,Almay Truly Lasting Color Makeup,17.29,4.5,foundation,4,no
covergirl,CoverGirl Outlast Stay Fabulous 3-in-1 Foundation ,12.49,4.0,foundation,3,no
l'oreal,L'Oreal Paris True Match Lumi Healthy Luminous Foundation,20.99,5.0,foundation,3,no
l'oreal,L'Oreal Paris Infallible Pro-Matte Foundation,19.99,4.3,foundation,4,no
revlon,Revlon ColorStay Makeup for Normal / Dry Skin,19.99,4.6,foundation,9,yes
dr. hauschka,Dr. Hauschka Foundation,39.0,4.7,foundation,2,no
e.l.f.,e.l.f. Studio Flawless Finish Foundation,9.99,4.0,foundation,9,yes
maybelline,Maybelline Dream Liquid Mousse,14.79,4.4,foundation,1,no
maybelline,Maybelline FIT ME! Matte + Poreless Foundation,10.99,4.4,foundation,1,no
revlon,Revlon ColorStay Makeup for Combination / Oily Skin,19.99,3.8,foundation,5,no
l'oreal,L'Oreal Paris True Match Super Blendable Makeup ,18.79,4.1,foundation,6,yes
maybelline,Maybelline Fit Me Foundation with SPF,10.99,3.8,foundation,6,no
pure anada,Pure Anada Smooth & Conceal Liquid Foundation,25.0,4.1,foundation,3,no
e.l.f.,e.l.f. Studio Tinted Moisturizer,4.99,3.8,foundation,7,no
colourpop,Blotted Lip,5.5,4.8,lipstick,9,yes
colourpop,Lippie Stix,5.5,1.4,lipstick,10,no
boosh,Lipstick,26.0,4.6,lipstick,8,yes
sally b's skin yummies,B Glossy Lip Gloss,0.0,5.0,lipstick,6,yes
penny lane organics,Lip Gloss,0.0,1.2,lipstick,8,no
nudus,Amalia,0.0,4.5,lipstick,5,no
marienatie,Lipstick,0.0,3.1,lipstick,8,no
marienatie,Lip Gloss,0.0,4.6,lipstick,10,yes
coastal classic creation,Conch Lipstick,0.0,3.3,lipstick,4,no
c'est moi,Reflect Lip Gloss,0.0,3.6,lipstick,10,no
glossier,Generation G,20.0,3.2,lipstick,8,no
nyx,Luv Out Loud Liquid Lipstick,7.0,4.5,lipstick,10,yes
nyx,V'Amped Up! Lip Top Coat,6.0,3.9,lipstick,2,no
nyx,Simply Pink Lip Cream,6.5,3.1,lipstick,5,no
nyx,Simply Red Lip Cream,6.5,4.5,lipstick,9,yes
nyx,Simply Nude Lip Cream,6.5,2.0,lipstick,4,no
nyx,Macaron Lippies,6.5,1.6,lipstick,6,no
nyx,In Your Element Lipstick - Metal,9.0,1.6,lipstick,1,no
nyx,Wicked Lippies,6.5,2.3,lipstick,9,no
nyx,Simply Vamp Lip Cream,6.5,2.0,lipstick,1,no
nyx,In Your Element Lipstick - Water,9.0,4.7,lipstick,5,no
nyx,In Your Element Lipstick - Wind,9.0,1.4,lipstick,4,no
nyx,In Your Element Lipstick - Fire,9.0,3.8,lipstick,3,no
nyx,In Your Element Lipstick - Air,9.0,1.8,lipstick,6,no
nyx,In Your Element Lipstick - Earth,9.0,4.5,lipstick,2,no
nyx,Butter Lipstick,6.5,4.8,lipstick,3,no
